店名,カテゴリー,地域,住所,電話,ホームページ,テイクアウト,デリバリー,備考
ヴィラデマリアージュ宇都宮,カフェ・スイーツ,中央,〒320-0826 宇都宮市西原町3558-1,028-651-4122,https://villasdesmariages.com/location/utsunomiya/,あり,なし,
すし割烹　蘭亭,和食,中央,〒320-0866 宇都宮市西大寛2-5-27,028-680-7500,https://wa-mitsuwa.com/,あり,なし,
炭火焼肉　朱々,焼肉・ホルモン,中央,〒320-0014 宇都宮市大曽1-3-6,028-688-0029,https://shushu.love/,あり,なし,
鶏翔,餃子,中央,〒320-0026 宇都宮市馬場通り2-3-4,028-616-7007,https://aoa.work/fooding/,あり,なし,
道とん堀江曽島店,お好み焼き・もんじゃ焼き・焼きそば,南部,〒321-0107 宇都宮市江曽島4-310-1,028-615-5070,https://dohtonbori.com/,あり,なし,
モンプチ,カフェ・スイーツ,中央,〒320-0802 宇都宮市江野町6-7,028-638-0025,なし,なし,なし,
ダベり居酒屋EXP,居酒屋,中央,〒320-0803 宇都宮市曲師町5-4中村園ビル1-A,028-612-1622,なし,あり,なし,
地鶏けい骨　阿波家,ラーメン,東部,〒321-0951 宇都宮市越戸3-15-5,028-662-0039,なし,なし,なし,
café ink Blue,カフェ・スイーツ,中央,〒320-0802 宇都宮市江野町9-8,028-688-8501,なし,あり,なし,
蔵くるくる,居酒屋,中央,〒320-0027 宇都宮市塙田3-2-2,028-624-3936,なし,なし,なし,
道の駅うつのみや ろまんちっく村 麦の楽園,洋食,北部,〒321-2118 宇都宮市新里町丙254,028-665-8800,https://www.romanticmura.com,なし,なし,
そば天ぷら　高砂,うどん・そば,中央,〒320-0813 宇都宮市二番町1-3,028-633-5656,なし,あり,あり,
お好み焼ARIGATO清原店,お好み焼き・もんじゃ焼き・焼きそば,東部,〒321-3232 宇都宮市氷室町1036-34,028-667-3009,なし,あり,なし,
和串酒家　てんぐ,居酒屋,中央,〒320-0803 宇都宮市曲師町2-5,028-634-5109,なし,なし,なし,
TRATTORIA da RIOBA,イタリアン・フレンチ,西部,〒320-0047 宇都宮市一の沢2-16-10ヴィラージュマンション,028-643-0031,なし,あり,なし,
Dining Bar SUKATTO,ダイニングバー・バル,中央,〒320-0801 宇都宮市池上町1-3蒲生ビル２F,028-636-4644,https://www.diningbar-sukatto.com/,あり,なし,
花の季　ねぎぼうず,ラーメン,中央,〒321-0964 宇都宮市駅前通り3-1-2ラシック花の季ビル,028-612-2444,なし,なし,なし,
バカうまラーメン花の季,ラーメン,北部,〒321-2118 宇都宮市新里町1606-13,028-665-5517,なし,なし,なし,
麺s Lab Unoki（対象：店内飲食等）,餃子,北部,〒321-2116 宇都宮市徳次郎町2673,028-666-3737,http://www.mens-factory.com,あり,なし,
ステーキハウス アウグスタ,ステーキ,中央,〒320-0055 宇都宮市下戸祭2-9-1高木コーポ1F,028-612-4429,なし,なし,なし,
一軒め酒場東武宇都宮店,居酒屋,中央,〒320-0802 宇都宮市江野町5-11,028-636-9029,なし,なし,なし,
月島,お好み焼き・もんじゃ焼き・焼きそば,北部,〒329-1104 宇都宮市下岡本町4210,028-673-6821,https://utsunomiyatsukishima.gorp.jp/,あり,なし,
レストランシェイノセ,イタリアン・フレンチ,北部,〒329-1104 宇都宮市下岡本町4564-1,028-673-9224,https://chez-inose.jp/,あり,なし,
炭火・和酒 炎,居酒屋,中央,〒320-0804 宇都宮市二荒4-16毛塚ビル２Ｆ,028-634-7105,なし,なし,なし,
INDIGO85　インディゴヴァンガレン,洋食,中央,〒320-0802 宇都宮市江野町1-152F,028-651-0085,https://www.yacco.asia/,あり,あり,
カラオケバーMOO,ダイニングバー・バル,中央,〒320-0802 宇都宮市江野町2-6高橋ビル3F,028-638-6724,なし,なし,なし,
焼肉ソウル,焼肉・ホルモン,中央,〒321-0964 宇都宮市駅前通り3-6-5,028-634-3923,なし,あり,なし,
極　存じやす,ステーキ,中央,〒320-0806 宇都宮市中央5-3-5,028-633-4147,https://zonjiyasu.com/kiwami/,なし,なし,
ALOHOUSE,カフェ・スイーツ,南部,〒321-0932 宇都宮市平松本町1101-6,028-689-9385,なし,あり,あり,
月あかり宇都宮西口店,居酒屋,中央,〒321-0964 宇都宮市駅前通り1-5-6白木屋ビル2F,028-643-0555,https://tsukiakari-utsunomiyanishi.owst.jp/,なし,なし,
やきそば咲,お好み焼き・もんじゃ焼き・焼きそば,中央,〒320-0843 宇都宮市花園町5-9,028-634-6421,なし,あり,なし,
七輪酒場まるとも。,焼肉・ホルモン,中央,〒320-0805 宇都宮市中央本町1-18,028-678-5648,なし,なし,なし,
ダイニング　えん,居酒屋,北部,〒329-1104 宇都宮市下岡本町2087-26,028-673-7655,なし,あり,なし,
炭人の台所　ばりちょう,居酒屋,中央,〒320-0801 宇都宮市池上町4-11,028-635-8848,https://www.instagram.com/team_barisuta,なし,なし,
バリトン,イタリアン・フレンチ,中央,〒320-0025 宇都宮市宮町2-22,028-666-7366,https://www.instagram.com/team_barisuta,あり,なし,
鶏そば　ひばり,ラーメン,中央,〒320-0801 宇都宮市池上町1-10,028-637-8803,https://www.instagram.com/team_barisuta,あり,なし,
ＢＡＲＩ　ＳＡＩ　ＣＡＦＥ,カフェ・スイーツ,中央,〒320-0861 宇都宮市西1-1-7,028-633-8884,https://www.instagram.com/team_barisuta,あり,なし,
炉ばた　鹿芭莉,居酒屋,中央,〒320-0802 宇都宮市江野町3-6,028-678-8881,https://www.instagram.com/team_barisuta,なし,なし,
おさけおにく　呼馬力,和食,中央,〒320-0802 宇都宮市江野町2-15,028-678-9993,https://www.instagram.com/team_barisuta,なし,なし,
椛凛（対象：店内飲食等）,洋食,中央,〒320-0861 宇都宮市西1-1-81F,028-688-8886,https://www.instagram.com/team_barisuta,あり,なし,
バリス/サルバリ（対象：店内飲食等）,餃子,中央,〒320-0801 宇都宮市池上町1-11,028-678-8880,https://www.instagram.com/team_barisuta,あり,あり,
餃子といえば芭莉龍（対象：店内飲食等）,餃子,中央,〒321-0965 宇都宮市川向町1-23宇都宮駅ビルパセオ１階,028-627-8578,https://www.instagram.com/team_barisuta,あり,なし,
東のＨＩＢＡＲＩ,ラーメン,東部,〒321-0953 宇都宮市東宿郷4-2-7フリーデンハイム１Ｆ,028-666-8818,https://www.instagram.com/team_barisuta,あり,なし,
THE STANDARD BAKERS 大谷本店,その他,西部,〒321-0345 宇都宮市大谷町1159,028-652-5588,https://the-sbk.jp/,あり,なし,
THE STANDARD BAKERS 宇都宮パセオ店,その他,中央,〒321-0965 宇都宮市川向町1-23宇都宮パセオ1F宇都宮フードホール内,028-627-8422,https://www.utsunomiya-sk.com/paseo/shop/2053,あり,なし,
タイ料理の店メナム星が丘店,各国料理（韓国料理・カレー等）,西部,〒320-0038 宇都宮市星が丘2-9-25,028-624-0352,http://meanum.que.jp/,あり,なし,
タイ料理の店メナム駅東店,各国料理（韓国料理・カレー等）,東部,〒321-0953 宇都宮市東宿郷2-7-9,028-614-1414,http://meanum.que.jp/,あり,なし,
じとっこJR宇都宮店,居酒屋,中央,〒321-0964 宇都宮市駅前通り2-1-1晃東ビル1階,028-633-5955,https://www.hotpepper.jp/strJ000694770/,あり,なし,"宮崎地頭鶏の炭火焼を楽しめる居酒屋です。
鵜の木の宇都宮餃子も取り扱っています。"
炭火焼鳥鳥正,居酒屋,東部,〒321-0953 宇都宮市東宿郷1-3-9アーサビル1階,028-633-1733,https://www.hotpepper.jp/strJ001026266/,あり,なし,炭火焼鳥と職人による逸品料理、地酒や季節料理が楽しめます。
葬祭会館 駒生市民ホール（飲食のみ）,その他,西部,〒320-0065 宇都宮市駒生町1417-17,028-652-7700,https://shiminhall.jp/,なし,なし,
葬祭会館 川田市民ホール（飲食のみ）,その他,南部,〒321-0111 宇都宮市川田町1077-4,028-614-3010,https://shiminhall.jp/,なし,なし,
法要法事 若草法要館（飲食のみ）,その他,西部,〒320-0072 宇都宮市若草4-8-25,028-627-8811,https://shiminhall.jp/,なし,なし,
みよしや本店,居酒屋,西部,〒320-0051 宇都宮市上戸祭町519-6,028-622-3435,なし,あり,なし,
みよしやシンボルロード店,居酒屋,中央,〒320-0801 宇都宮市池上町2-11,028-612-5889,なし,あり,なし,
THE　KITCHEN　銀座ﾗｲｵﾝ　東武宇都宮百貨店8F,洋食,中央,〒320-8560 宇都宮市宮園町5-4,028-614-3921,http://www.tobu-u-dept.jp/,なし,なし,
和食 月山 鮨処 明日香　東武宇都宮百貨店8F,和食,中央,〒320-8560 宇都宮市宮園町5-4,028-612-8025,http://www.tobu-u-dept.jp/,なし,なし,
台湾小籠包・点心 上福楼　東武宇都宮百貨店8F,中華,中央,〒320-8560 宇都宮市宮園町5-4,028-612-2688,http://www.tobu-u-dept.jp/,なし,なし,
全国ラーメン紀行　東武宇都宮百貨店8F,ラーメン,中央,〒320-8560 宇都宮市宮園町5-4,028-636-2211,http://www.tobu-u-dept.jp/,なし,なし,
タリーズコーヒー 東武宇都宮店5F,カフェ・スイーツ,中央,〒320-8560 宇都宮市宮園町5-4,028-651-1377,http://www.tobu-u-dept.jp/,なし,なし,
カフェコムサ　東武宇都宮百貨店3F,カフェ・スイーツ,中央,〒320-8560 宇都宮市宮園町5-4,028-678-9235,http://www.tobu-u-dept.jp/,なし,なし,
アフタヌーンティーティールーム　東武宇都宮百貨店2F,カフェ・スイーツ,中央,〒320-8560 宇都宮市宮園町5-4,028-638-6923,http://www.tobu-u-dept.jp/,なし,なし,
黄金とんかつ博多もつ鍋 一福来　東武宇都宮百貨店8F,和食,中央,〒320-8560 宇都宮市宮園町5-4,,http://www.tobu-u-dept.jp/,なし,なし,
記憶に刻め PLUS　東武宇都宮百貨店1F,カフェ・スイーツ,中央,〒320-8560 宇都宮市宮園町5-4,,http://www.tobu-u-dept.jp/,なし,なし,
秋田眞壁屋うどん　東武宇都宮百貨店2F,うどん・そば,中央,〒320-8560 宇都宮市宮園町5-4,028-639-6170,http://www.tobu-u-dept.jp/,なし,なし,
インドレストラン15 駅前店,各国料理（韓国料理・カレー等）,中央,〒321-0964 宇都宮市駅前通り3-1-10つちや第2ビル2階,028-689-8502,https://www.tochinavi.net/spot/home/?id=15951,あり,なし,
インドレストラン15 リバーサイド店,各国料理（韓国料理・カレー等）,中央,〒321-0966 宇都宮市今泉町3-13-1ハイツ霜越1F,028-689-8544,https://www.tochinavi.net/spot/home/?id=18839,あり,なし,
フライングガーデン下戸祭店,洋食,中央,〒320-0055 宇都宮市下戸祭2-14-2,028-625-6839,http://www.fgarden.co.jp/,あり,あり,
フライングガーデン東簗瀬店,洋食,中央,〒321-0925 宇都宮市東簗瀬1-28,028-638-7222,http://www.fgarden.co.jp/,あり,あり,
フライングガーデン若松原店,洋食,南部,〒321-0139 宇都宮市若松原1-2-27,028-688-1601,http://www.fgarden.co.jp/,あり,なし,
フライングガーデン豊郷台店,洋食,北部,〒320-0004 宇都宮市長岡町46-1,028-650-4533,http://www.fgarden.co.jp/,あり,なし,
フライングガーデン下平出店,洋食,東部,〒321-0903 宇都宮市下平出町160-2,028-613-5655,http://www.fgarden.co.jp/,あり,なし,
フライングガーデン宇都宮インターパーク店,洋食,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ1-2-3,028-688-3335,http://www.fgarden.co.jp/,あり,なし,
ダイニング十五家,和食,中央,〒320-0027 宇都宮市塙田1-1-20栃木県庁15階,028-643-1058,http://www.eatland.co.jp/,あり,なし,
ヴィスコンティ,イタリアン・フレンチ,北部,〒321-0974 宇都宮市竹林町1063-3トヨタウッドユーホームすまいるプラザ内,028-680-7751,http://www.eatland.co.jp/,あり,あり,
かなめや健康の森店,和食,西部,〒320-0065 宇都宮市駒生町3337-1とちぎ健康の森内レストラン,028-611-1385,http://www.eatland.co.jp/,あり,なし,
くろ手羽,和食,東部,〒321-0945 宇都宮市宿郷2-7-3IRビル宿郷1-B,028-612-2096,なし,なし,なし,
よかろうもん,和食,西部,〒320-0851 宇都宮市鶴田町3397-16,028-612-3048,なし,なし,なし,
よかろうもん下戸祭店,和食,中央,〒320-0055 宇都宮市下戸祭2-9-1,028-612-3468,なし,なし,なし,
とり肴,和食,東部,〒321-0953 宇都宮市東宿郷1-9-12,028-680-6289,なし,なし,なし,
かつ盛　本店,和食,東部,〒321-0903 宇都宮市下平出町2370-1,028-683-3100,なし,あり,なし,
かつ盛　不動前店,和食,中央,〒320-0826 宇都宮市西原町186-1,028-908-0777,なし,あり,なし,
虎の門　本店,焼肉・ホルモン,東部,〒321-0954 宇都宮市元今泉6-14-14,028-683-5577,なし,あり,あり,
虎の門　総合グラウンド店,焼肉・ホルモン,南部,〒321-0152 宇都宮市西川田6-5-24,028-684-2828,なし,あり,なし,
虎次郎,焼肉・ホルモン,西部,〒320-0851 宇都宮市鶴田町231-6,028-623-1811,なし,あり,あり,
門出,洋食,中央,〒321-0965 宇都宮市川向町1-23宇都宮ﾊﾟｾｵ1階宇都宮ﾌｰﾄﾞﾎｰﾙ,028-627-8550,なし,あり,なし,
JDテラス,ダイニングバー・バル,中央,〒320-0802 宇都宮市江野町1-9トライスタービル１０１,028-612-8885,なし,なし,なし,
バベル,ダイニングバー・バル,中央,〒320-0803 宇都宮市曲師町4-1三笠ビル２F,028-688-8336,なし,なし,なし,
ジジオリオン通り店,ダイニングバー・バル,中央,〒320-0802 宇都宮市江野町3-8矢口ビル１F,028-678-6443,なし,なし,なし,
パブリックテラス,ダイニングバー・バル,中央,〒320-0803 宇都宮市曲師町3-11,028-612-5519,なし,なし,なし,
たなぽん食堂,和食,北部,〒321-0973 宇都宮市岩曽町519,028-689-0595,なし,あり,なし,
ラウンジ　シュシュ（ホテルアーバングレイス宇都宮内）,カフェ・スイーツ,中央,〒320-0802 宇都宮市江野町2-1,028-632-1717,なし,なし,なし,
レストラン花みずき（ホテルアーバングレイス宇都宮内）,和食,中央,〒320-0802 宇都宮市江野町2-1,028-651-5955,なし,なし,なし,
龍華園,中華,東部,〒321-0941 宇都宮市東今泉2-5-36,028-663-0147,なし,あり,なし,
琉球おにぎり　Ｓｈｅｅｐ,その他,中央,〒320-0803 宇都宮市曲師町5-1宮本ビル,080-5538-1813,なし,あり,なし,
洋食酒楽Bentornato,洋食,東部,〒321-0945 宇都宮市宿郷5-23-1SKSビル102,028-348-3068,なし,なし,なし,
鳥ちょっ！　東口駅前店,居酒屋,東部,〒321-0953 宇都宮市東宿郷2-14-3ムーンガーデンA101,028-611-3397,なし,あり,なし,
海山亭いっちょう戸祭店,居酒屋,西部,〒320-0054 宇都宮市東戸祭1-2-30,028-612-7378,http://www.icho.co.jp/,なし,なし,
食事処　たつ味,和食,東部,〒321-0912 宇都宮市石井町2495,028-661-6970,なし,あり,あり,
鳥放題　御幸町店,その他,北部,〒321-0984 宇都宮市御幸町295-10,028-660-6006,https://www.hotpepper.jp/strJ001162017/,あり,なし,
天丼や　天しん,和食,中央,〒320-0806 宇都宮市中央3-3-3JSL中央ビル1階,028-612-2177,なし,あり,あり,
フリーフライト,ダイニングバー・バル,東部,〒321-0953 宇都宮市東宿郷4-4-6,028-633-8264,なし,あり,なし,
釜めし　そば　料理　美酒　中村庵,和食,西部,〒320-0011 宇都宮市富士見が丘1-21-28,028-680-7575,https://nakamuraan.owst.jp/,あり,あり,
美留久,カフェ・スイーツ,中央,〒320-0811 宇都宮市大通り4-1-12,028-625-6472,なし,なし,なし,
そば倶楽部　稲荷山,うどん・そば,西部,〒321-0345 宇都宮市大谷町1228-3,028-612-5380,なし,なし,なし,
小籠包・中国料理 芙籠,中華,中央,〒320-0033 宇都宮市本町9-4石ビル1階,028-678-6431,なし,あり,なし,
伊澤商店,カフェ・スイーツ,南部,〒321-0917 宇都宮市西刑部町1716,028-656-1693,http://izawasho-ten.blog.ss-blog.jp,なし,なし,
禅,和食,中央,〒320-0801 宇都宮市池上町1-10ラシックビル1階東,028-632-5599,なし,なし,なし,
すたみな太郎　宇都宮西川田店,焼肉・ホルモン,西部,〒321-0151 宇都宮市西川田町1025-12,028-684-2989,https://www.edo-ichi.jp/,あり,なし,
とん美,和食,南部,〒321-0139 宇都宮市若松原3-3-39,028-655-0355,なし,なし,なし,
ホルモン屋　壺亭　東口屋台村店,焼肉・ホルモン,東部,〒321-0953 宇都宮市東宿郷2-17-10屋台村内,090-3136-1712,なし,なし,なし,
ステーキ宮　鶴田店,ステーキ,西部,〒320-0851 宇都宮市鶴田町228-10,028-647-5711,なし,なし,なし,
BAR　ルシファー,ダイニングバー・バル,中央,〒320-0806 宇都宮市中央1-3-8,028-638-5599,なし,なし,なし,
ベジタブル　ベース　キメラ,カフェ・スイーツ,北部,〒321-0973 宇都宮市岩曽町1377-48コトブキビル１号,028-660-2770,http://www.vegetable-base-chimera.com/,あり,あり,
